unique_id,ds,y,deepar-robust-levels
india/family/F1,2025-02-01,14935.0,14690.73
india/family/F1,2025-03-01,14935.0,14835.506
india/family/F1,2025-04-01,15049.0,14843.75
india/family/F1,2025-05-01,15049.0,14846.344
india/family/F1,2025-06-01,15134.0,14849.789
india/family/F1,2025-07-01,15171.0,14861.565
india/family/F1,2025-08-01,15171.0,14863.484
india/family/F1,2025-09-01,15171.0,14813.803
india/family/F1,2025-10-01,15287.0,15126.502
india/family/F1,2025-11-01,15287.0,15183.713
india/family/F1,2025-12-01,15287.0,15337.67
india/family/F1,2026-01-01,15287.0,15332.263
india/family/F1,2026-02-01,15287.0,15319.929
india/family/F1,2026-03-01,15287.0,15305.19
india/family/F1,2026-04-01,15461.0,15316.121
india/family/F1,2026-05-01,15584.0,15460.236
india/family/F1,2026-06-01,15584.0,15624.654
india/family/F1,2026-07-01,15737.0,15660.244
india/family/F1,2026-08-01,16054.0,15755.111
india/family/F1,2026-09-01,16457.0,16059.27
india/family/F2A,2024-10-01,17127.0,17231.215
india/family/F2A,2024-11-01,17167.0,17193.125
india/family/F2A,2024-12-01,17167.0,17210.383
india/family/F2A,2025-01-01,17167.0,17246.738
india/family/F2A,2025-02-01,17167.0,17234.236
